country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Malaysia,MYS,"Monday, September 20, 2021",41736654,22683548,19166862,312728,261865,127.34,,71.52,58.7,4818,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, September 21, 2021",42012602,22814863,19315231,275948,263015,128.18,,71.6,59.15,5410,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, September 22, 2021",42354148,22946857,19529911,341546,272660,129.22,,71.66,59.54,5559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, September 23, 2021",42702144,23088233,19738701,347996,290839,130.28,,71.71,60,5537,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, September 24, 2021",42994521,23213021,19907515,292377,294976,131.18,,71.79,60.45,5552,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, September 25, 2021",43272951,23335527,20065780,278430,298288,132.03,,71.86,60.71,4889,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, September 26, 2021",43556567,23458508,20228248,283616,304663,132.89,,71.86,60.76,4637,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, September 27, 2021",43894755,23635763,20390245,338188,308300,133.92,,71.92,60.96,3813,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, September 28, 2021",44239224,23812287,20560781,344469,318089,134.97,,71.98,61.38,2364,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, September 29, 2021",44595107,24010920,20719412,355883,320137,136.06,,72.03,61.68,1549,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, September 30, 2021",44938946,24186333,20891679,343839,319543,137.11,,72.06,61.79,1391,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, October 1, 2021",45188250,24293762,21035139,249304,313390,137.87,,72.17,62.45,1328,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, October 2, 2021",45412278,24388387,21166310,224028,305618,138.55,,72.22,62.8,1453,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, October 3, 2021",45630719,24488687,21285218,218441,296307,139.22,,72.23,62.97,1516,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, October 4, 2021",45867645,24620368,21391878,236926,281841,139.94,,72.25,63.12,1588,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, October 5, 2021",46102627,24748600,21500701,234982,266200,140.66,,72.27,63.3,1707,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, October 6, 2021",46322370,24866791,21604720,219743,246752,141.33,,72.3,63.65,1534,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, October 7, 2021",46527731,24979032,21699873,205361,226969,141.96,,72.32,63.79,1556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, October 8, 2021",46712510,25056798,21808048,184779,217751,142.52,,72.36,63.93,1547,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, October 9, 2021",46864417,25099375,21918821,151907,207448,142.98,,72.37,64.14,1617,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, October 10, 2021",47001728,25133304,22023037,137311,195858,143.4,,72.39,64.28,1556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, October 11, 2021",47198308,25189364,22165374,196580,190095,144,,72.41,64.52,1777,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, October 12, 2021",47415989,25248585,22325451,217681,187623,144.67,,72.43,64.67,1413,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, October 13, 2021",47633996,25303367,22487977,218007,187375,145.33,,72.45,64.95,1067,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, October 14, 2021",47850829,25347826,22659154,216833,189014,145.99,,72.47,65.08,885,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, October 15, 2021",48036753,25386886,22797527,185924,189178,146.56,,72.5,65.26,938,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, October 16, 2021",48174959,25404012,22915699,138206,187220,146.98,,72.51,65.35,936,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, October 17, 2021",48317626,25422269,23038639,142667,187985,147.42,,72.52,65.45,940,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, October 18, 2021",48534679,25456484,23213508,217053,190910,148.08,,72.58,65.81,916,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, October 19, 2021",48674731,25472664,23336964,140052,179820,148.51,,72.59,65.89,890,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, October 20, 2021",48943765,25504932,23557713,269034,187110,149.33,,72.61,65.99,901,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, October 21, 2021",49191351,25539109,23752200,247586,191503,150.08,,72.65,66.25,432,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, October 22, 2021",49358345,25569158,23872293,166994,188799,150.59,,72.66,66.33,515,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, October 23, 2021",49479628,25581707,23973062,121283,186381,150.96,,72.68,66.44,445,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, October 24, 2021",49611987,25594024,24085225,132359,184909,151.37,,72.7,66.48,1810,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, October 25, 2021",49805242,25619353,24232034,193255,181509,151.96,,72.7,66.52,1816,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, October 26, 2021",49995221,25645622,24373883,189979,188641,152.54,,72.72,66.58,1985,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, October 27, 2021",50171951,25666637,24502434,176730,175455,153.07,,72.74,66.69,2340,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, October 28, 2021",50365806,25687802,24623310,193855,167779,153.67,,72.75,66.73,1100,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, October 29, 2021",50511691,25704111,24707810,145885,164764,154.11,,72.78,66.88,1356,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, October 30, 2021",50592014,25711843,24759743,80323,158912,154.36,,72.81,67,1553,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, October 31, 2021",50659564,25718793,24803791,67550,149654,154.56,,72.82,67.03,1746,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, November 1, 2021",50772380,25729050,24862203,112816,138163,154.91,,72.84,67.09,1817,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, November 2, 2021",50899035,25739503,24921337,126655,129116,155.29,,72.85,67.11,1711,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, November 3, 2021",51018487,25748640,24966494,119452,120934,155.66,,72.86,67.15,1645,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, November 4, 2021",51062734,25751999,24986170,44247,99561,155.79,,72.88,67.25,1422,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, November 5, 2021",51149080,25758061,25018158,86346,91056,156.06,,72.89,67.28,1393,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, November 6, 2021",51194008,25763301,25032214,44928,85999,156.19,,72.9,67.3,1302,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, November 7, 2021",51235290,25767236,25047041,41282,82247,156.32,,72.9,67.33,1207,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, November 8, 2021",51348150,25774220,25092885,112860,82253,156.66,,72.91,67.36,1102,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, November 9, 2021",51467706,25783015,25124786,119556,81239,157.03,,72.92,67.39,876,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, November 10, 2021",51603689,25791666,25164842,135983,83600,157.44,,72.93,67.41,804,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, November 11, 2021",51752924,25801295,25210141,149235,98599,157.9,,72.97,67.55,863,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, November 12, 2021",51871926,25809343,25245214,119002,103264,158.26,,72.98,67.57,876,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, November 13, 2021",51931434,25813447,25261887,59508,105347,158.44,,72.99,67.59,831,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, November 14, 2021",51978136,25817452,25273468,46702,106121,158.59,,73.01,67.69,467,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, November 15, 2021",52084578,25824223,25301184,106442,105204,158.91,,73.02,67.7,511,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, November 16, 2021",52209654,25831675,25328084,125076,105993,159.29,,73.03,67.74,535,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, November 17, 2021",52332177,25838407,25349620,122523,104070,159.67,,73.04,67.76,576,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, November 18, 2021",52460601,25846173,25371427,128424,101097,160.06,,73.07,67.84,2138,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, November 19, 2021",52569690,25853541,25389417,109089,99681,160.39,,73.07,67.86,2730,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, November 20, 2021",52618058,25856904,25396093,48368,98089,160.54,,73.11,67.92,4739,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, November 21, 2021",52657226,25859713,25401368,39168,97013,160.66,,73.11,67.94,4875,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, November 22, 2021",52770110,25865023,25413864,112884,97933,161,,73.12,67.96,5013,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, November 23, 2021",52910015,25870594,25424997,139905,100052,161.43,,73.12,67.98,5197,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, November 24, 2021",53053125,25876071,25434092,143110,102993,161.86,,73.14,68.03,5548,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, November 25, 2021",53196858,25882185,25440486,143733,105180,162.3,,73.15,68.04,5519,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, November 26, 2021",53313497,25887304,25447547,116639,106258,162.66,,73.15,68.06,5307,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, November 27, 2021",53370273,25889920,25453169,56776,107459,162.83,,73.17,68.07,5368,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, November 28, 2021",53414087,25892298,25456999,43814,108123,162.97,,73.18,68.09,5016,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, November 29, 2021",53526178,25897111,25464220,112091,108010,163.31,,73.18,68.11,5184,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, November 30, 2021",53665367,25902495,25473389,139189,107907,163.73,,73.19,68.12,5292,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, December 1, 2021",53812307,25908180,25482029,146940,108455,164.18,,73.19,68.13,5108,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Thursday, December 2, 2021",53967022,25913946,25491487,154715,110023,164.65,,73.2,68.14,5443,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Friday, December 3, 2021",54096538,25918635,25498769,129516,111863,165.05,,73.2,68.16,4674,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Saturday, December 4, 2021",54168616,25922351,25503603,72078,114049,165.27,,73.23,68.22,2929,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Sunday, December 5, 2021",54225949,25924519,25507025,57333,115980,165.44,,73.24,68.23,2734,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Monday, December 6, 2021",54328368,25929994,25514016,102419,114599,165.76,,73.24,68.24,2688,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Tuesday, December 7, 2021",54457848,25935129,25521313,129480,113212,166.15,,73.25,68.26,2871,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
Malaysia,MYS,"Wednesday, December 8, 2021",54588292,25940332,25528259,130444,110855,166.55,,73.25,68.26,2969,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088
